time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/value_loss,train/explained_variance,train/clip_range,train/n_updates,train/entropy_loss
36,73728,194,329.01,-27.289693709999998,379,0.0003,0.19833850860595703,-0.006862817808723776,0.0059147235,0.042919921875,0.7915291037410498,0.3379412889480591,0.2,350,-1.6458645157516003
37,75776,199,318.23,-26.268495480000002,379,0.0003,0.1455126702785492,-0.005732864359742962,0.0076189768,0.086669921875,0.7487043416360393,0.5820613503456116,0.2,360,-1.6091784920543433
38,77824,205,314.1,-25.94464453,379,0.0003,0.5224015712738037,-0.006424459208210465,0.005274941,0.04677734375,1.4680487474426627,0.5180056989192963,0.2,370,-1.550445430353284
39,79872,210,307.25,-25.33071993,379,0.0003,0.26038843393325806,-0.009403944422956556,0.010343771,0.1177734375,0.4919760413467884,0.7105490267276764,0.2,380,-1.627791153639555
40,81920,215,296.35,-24.360163989999997,379,0.0003,0.2918701767921448,-0.006700936488050502,0.00638732,0.04697265625,0.8413074766285717,0.8361431360244751,0.2,390,-1.6180007334798574
41,83968,221,286.06,-23.430087309999998,379,0.0003,0.6961032152175903,-0.006242840606864775,0.0066054044,0.050927734375,1.3722950699739158,0.6848729252815247,0.2,400,-1.6617023415863514
42,86016,226,281.33,-22.961891190000003,379,0.0003,0.4906856417655945,-0.009274781709245871,0.0056165205,0.074609375,1.0559987178537995,0.6239209473133087,0.2,410,-1.5366461038589478
43,88064,232,277.08,-22.619575229999995,379,0.0003,0.5148934721946716,-0.007593803192139603,0.004817017,0.051220703125,1.5140451028943063,0.5415044724941254,0.2,420,-1.546485572308302
44,90112,237,265.59,-21.662294679999995,379,0.0003,0.5137810111045837,-0.009074356325436383,0.006721824,0.071240234375,1.0193653994705527,0.6927743852138519,0.2,430,-1.5554195176810026
45,92160,242,248.8,-20.0585442,379,0.0003,0.9407537579536438,-0.009544211073080077,0.00957508,0.090869140625,1.196979552693665,0.7315910160541534,0.2,440,-1.4972160749137402
46,94208,248,237.41,-19.13746059,379,0.0003,0.7534945011138916,-0.011281323560979217,0.012981829,0.118798828125,1.3107555033639073,0.7339760065078735,0.2,450,-1.5385615441948175
47,96256,253,217.29,-17.286116789999998,379,0.0003,0.5623835325241089,-0.008588177085039206,0.010180447,0.103271484375,1.3480067242868246,0.5823092460632324,0.2,460,-1.4184015471488238
48,98304,259,193.85,-15.168439800000002,379,0.0003,0.6903773546218872,-0.010143922449788078,0.009878853,0.10478515625,1.4815486574545502,0.6953539848327637,0.2,470,-1.4265588898211718
49,100352,264,182.3,-14.210625120000005,378,0.0003,0.8127709031105042,-0.010272245045052841,0.008856054,0.089892578125,1.7758159985765816,0.648413896560669,0.2,480,-1.3919314302504062
50,102400,270,162.76,-12.481890080000001,378,0.0003,0.49135130643844604,-0.012900042317050974,0.010329257,0.144775390625,1.3826959872618318,0.6729437410831451,0.2,490,-1.4381497837603092
51,104448,275,117.96,-8.38109735,378,0.0003,0.7674435973167419,-0.01132304449856747,0.013600928,0.13212890625,1.0914140895009041,0.6426632702350616,0.2,500,-1.3750560220330954
52,106496,281,90.91,-6.02781946,378,0.0003,0.9043124914169312,-0.009563948975119274,0.014007583,0.15185546875,1.3862872824072838,0.6574988663196564,0.2,510,-1.297495712339878
53,108544,286,58.89,-3.1605645300000003,378,0.0003,0.3622644543647766,-0.007419785250385757,0.010785044,0.142724609375,1.0065274575725198,0.7132022380828857,0.2,520,-1.2467750255018473
54,110592,292,39.69,-1.4950959400000001,378,0.0003,0.45703253149986267,-0.019564500701380893,0.016153563,0.198388671875,1.0818071028217673,0.6878641247749329,0.2,530,-1.1759445164352655
55,112640,297,31.22,-0.75538389,378,0.0003,0.23531410098075867,-0.0170273800380528,0.015622789,0.172900390625,0.6734116128645837,0.69234299659729,0.2,540,-1.0412068964913488
56,114688,303,30.69,-0.7035616800000001,378,0.0003,0.06946355104446411,-0.02480100702669006,0.019599508,0.22900390625,0.36378064220771195,0.5956971347332001,0.2,550,-0.9877682738006115
57,116736,308,25.73,-0.29727505,378,0.0003,0.030250467360019684,-0.02591638301673811,0.028013153,0.25166015625,0.2225188221083954,0.7187182307243347,0.2,560,-0.9467267667874694
58,118784,314,21.21,0.11571441,378,0.0003,0.04751192405819893,-0.023308235791046173,0.027510935,0.23330078125,0.19630739162676036,0.7987379133701324,0.2,570,-0.7979664837941527
59,120832,319,18.92,0.31036616,378,0.0003,0.0771128311753273,-0.017504736847331514,0.029308405,0.18671875,0.14246580908074974,0.8050973117351532,0.2,580,-0.6771541308611632
60,122880,324,18.33,0.35234348000000004,378,0.0003,0.040610525757074356,-0.015499930766236503,0.02352601,0.15634765625,0.07195033740135841,0.8470475971698761,0.2,590,-0.556164443679154
61,124928,330,17.46,0.4386408200000001,378,0.0003,-0.009368844330310822,-0.011342608366976491,0.038134564,0.160791015625,0.10093944141408429,0.7860334664583206,0.2,600,-0.4212361422367394
62,126976,335,16.36,0.5279310600000001,378,0.0003,0.03478160500526428,-0.016544986047665588,0.050536767,0.13935546875,0.04907198803848587,0.8474950641393661,0.2,610,-0.3083304434083402
63,129024,341,19.68,0.15188898,377,0.0003,-0.00023751426488161087,-0.01004883830464678,0.020826261,0.116796875,0.027093643462285398,0.9073151350021362,0.2,620,-0.26978127816691994
64,131072,346,16.93,0.45442999000000006,377,0.0003,0.025783807039260864,-0.0024439826025627553,0.02823874,0.128125,0.08363242899358739,0.4756614565849304,0.2,630,-0.321718085790053
65,133120,352,15.86,0.5603045,377,0.0003,-0.011872589588165283,-0.018913523918308785,0.043479126,0.08876953125,0.10853795738657937,0.79237961769104,0.2,640,-0.2507279417011887
66,135168,357,17.39,0.38400730000000005,377,0.0003,-0.017040492966771126,-0.011860725142469164,0.04576,0.102880859375,0.04753191794152371,0.8338542431592941,0.2,650,-0.18572242122609167
67,137216,363,14.29,0.69326863,377,0.0003,-0.0698968842625618,-0.06635543987504207,0.045881055,0.1896484375,0.057618553316569884,0.23126840591430664,0.2,660,-0.20558180673979223
68,139264,368,17.98,0.3543785099999999,377,0.0003,-0.02219386026263237,0.0035569983738241717,0.04790491,0.087060546875,0.012299632612848655,0.9369268864393234,0.2,670,-0.15619350101333113
69,141312,374,26.95,-0.48318928,377,0.0003,0.036021217703819275,-0.018825730971002486,0.07253398,0.203369140625,0.09923392892815172,0.7136182487010956,0.2,680,-0.2536589687690139
70,143360,379,18.61,0.28970052,377,0.0003,0.25478166341781616,-0.0073806613974738864,0.054561194,0.2041015625,0.26719042961485684,0.5940848886966705,0.2,690,-0.40977617260068655
71,145408,385,15.68,0.5579365199999999,377,0.0003,0.12678131461143494,-0.006728045211275457,0.033153094,0.126611328125,0.21721902051940561,0.751356452703476,0.2,700,-0.2706616376992315
72,147456,390,14.43,0.6730445700000002,377,0.0003,0.05754424259066582,-0.004162252285459545,0.014559403,0.076318359375,0.07455679242266341,0.7648987025022507,0.2,710,-0.1653139024041593
73,149504,396,21.31,-0.8874269300000002,377,0.0003,-0.014575769193470478,-0.004890275995421689,0.077148825,0.066259765625,0.021759491275588516,0.8613267540931702,0.2,720,-0.12974918314721434
74,151552,401,16.56,0.37882774,377,0.0003,0.29769349098205566,-0.029642364828032442,0.12753205,0.314990234375,0.894181446544826,0.09567475318908691,0.2,730,-0.3437144293449819
75,153600,406,15.5,0.39255218,377,0.0003,0.041136402636766434,-0.02209979091130663,0.21555042,0.15439453125,0.2772850819979794,0.5828249454498291,0.2,740,-0.20083184335380794
76,155648,412,14.94,0.53332524,377,0.0003,0.24566318094730377,-0.023561722412705422,0.02250366,0.11953125,0.32303099290002135,0.6353175342082977,0.2,750,-0.16791999062988908
77,157696,417,15.35,0.53026214,377,0.0003,0.06324099004268646,-0.0025920375854184387,0.0093564065,0.076904296875,0.13956172503530978,0.694217324256897,0.2,760,-0.1510877628577873
78,159744,423,14.52,0.6291445800000001,377,0.0003,-0.03715004026889801,-0.011231991821841803,0.040967677,0.110791015625,0.09163291191216558,0.7032217979431152,0.2,770,-0.18875485472381115
79,161792,428,14.83,0.60193102,377,0.0003,0.017200563102960587,-0.008114853590086568,0.03866039,0.104638671875,0.0346131362603046,0.8806532397866249,0.2,780,-0.16751002373639495
80,163840,434,13.8,0.7128239,377,0.0003,-0.020083066076040268,-0.008183279263903387,0.06737375,0.129833984375,0.045601020098547454,0.8439216464757919,0.2,790,-0.18660781874787064
81,165888,439,15.54,0.56539309,377,0.0003,0.004129880107939243,-0.014723555695672986,0.09647131,0.120703125,0.016521531860053073,0.9287727400660515,0.2,800,-0.135063792753499
82,167936,445,14.07,0.6905391000000001,377,0.0003,-0.0006878674030303955,-0.03972878809145186,0.05286428,0.22431640625,0.059449823707109314,0.72588711977005,0.2,810,-0.21582550394814462
83,169984,450,15.95,0.52104902,376,0.0003,0.04494882747530937,-0.009829389047808945,0.02695105,0.12841796875,0.03694717506296001,0.8563119471073151,0.2,820,-0.1735431812237948
84,172032,456,14.74,0.6257205499999999,376,0.0003,0.009714292362332344,-0.021793758710555267,0.0481184,0.193212890625,0.05051405555568635,0.8464581221342087,0.2,830,-0.20650884583592416
85,174080,461,14.03,0.6892810399999999,376,0.0003,0.0019162017852067947,-0.017004258479573764,0.030604633,0.1275390625,0.039259900609613395,0.8778048232197762,0.2,840,-0.19207621335517616
86,176128,467,13.93,0.6953798299999998,376,0.0003,-0.025622235611081123,-0.017501337597786916,0.04618281,0.123486328125,0.020520446117734535,0.9170009046792984,0.2,850,-0.15596201831940562
87,178176,472,17.82,0.32076044,376,0.0003,-0.0002861698158085346,-0.015150816937966738,0.0507102,0.143603515625,0.015376727929105983,0.9293151497840881,0.2,860,-0.16244400289142505
88,180224,478,14.55,0.6250063699999998,376,0.0003,0.00975864753127098,-0.045343689157743935,0.12153947,0.29638671875,0.11381110114743934,0.5608745217323303,0.2,870,-0.3334933818783611
89,182272,483,13.96,0.6880465,376,0.0003,0.030131619423627853,-0.009284423162898747,0.03876081,0.1572265625,0.05833791730110534,0.807248443365097,0.2,880,-0.18336170760449022
90,184320,489,13.41,0.7390676900000002,376,0.0003,-0.004665771499276161,-0.011153420801565516,0.025758922,0.1384765625,0.03307394504081458,0.8563671410083771,0.2,890,-0.1773524285759777
91,186368,494,13.72,0.71132966,376,0.0003,-0.0010717827826738358,-0.005233819049317389,0.046180315,0.138623046875,0.027745112471166067,0.8982742428779602,0.2,900,-0.120963851432316
92,188416,500,12.62,0.80742346,376,0.0003,-0.010314482264220715,-0.011201584323134738,0.032613397,0.077783203125,0.020371875693672336,0.9204869046807289,0.2,910,-0.11413464806973934
93,190464,505,12.97,0.77475779,376,0.0003,-0.0012410655617713928,-0.007321967257303186,0.019317623,0.057861328125,0.00985379282719805,0.947991032153368,0.2,920,-0.07683712824946269
94,192512,511,13.33,0.7431052300000002,376,0.0003,0.020346852019429207,-0.0008796422291197814,0.035507392,0.0625,0.009682944134692662,0.9545921795070171,0.2,930,-0.07571321930154226
95,194560,516,14.42,0.63862102,376,0.0003,0.008788450621068478,0.003354272647993639,0.059447274,0.1537109375,0.010184147304971702,0.9582425095140934,0.2,940,-0.12726923847803845
96,196608,522,13.68,0.7071194000000002,376,0.0003,-0.007582860067486763,-0.026944846749393035,0.08925915,0.134521484375,0.03192688304407056,0.8768069297075272,0.2,950,-0.16360093660186975
97,198656,527,13.59,0.7158878,376,0.0003,0.023742035031318665,-0.016524236695840955,0.034189954,0.093994140625,0.015724323292670307,0.9404014833271503,0.2,960,-0.12535826551029458
98,200704,533,13.91,0.6838253699999999,376,0.0003,0.049200668931007385,-0.009288257075240836,0.04295537,0.087109375,0.012341457371803699,0.9507462382316589,0.2,970,-0.1134665088262409
