time/time_elapsed,time/fps,train/n_updates,time/total_timesteps,rollout/ep_len_mean,train/loss,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,train/learning_rate
142,231,8239,33058,344.3541666666667,0.0016130394069477916,0.5,-23.213954302083334,96,0.0001
149,230,8599,34498,344.98,0.0003568436368368566,0.5,-23.49839126,100,0.0001
155,230,8934,35837,343.97,0.00016243182471953332,0.5,-24.851671019999994,104,0.0001
161,230,9294,37277,346.03,0.0007866190280765295,0.5,-25.906790539999996,108,0.0001
168,230,9654,38717,348.89,0.0001821211917558685,0.5,-26.624663209999994,112,0.0001
174,229,10014,40157,350.53,0.0012436530087143183,0.5,-27.185062529999996,116,0.0001
180,229,10374,41597,351.36,0.000415706803323701,0.5,-27.619355170000002,120,0.0001
187,229,10734,43037,351.36,0.0007612953195348382,0.5,-27.896018820000005,124,0.0001
193,229,11094,44477,351.36,0.0002613190154079348,0.5,-28.10734253,128,0.0001
199,229,11454,45917,351.36,0.0005706885131075978,0.5,-28.29690966,132,0.0001
206,229,11814,47357,353.83,0.00015706638805568218,0.5,-28.706232210000003,136,0.0001
212,229,12174,48797,353.83,0.019593534991145134,0.5,-29.08973035,140,0.0001
218,229,12534,50237,353.83,0.000267630850430578,0.5,-29.215248399999997,144,0.0001
224,229,12864,51557,352.63,0.00010319719149265438,0.5,-29.210457870000006,148,0.0001
230,229,13224,52997,354.49,0.00021448275947477669,0.5,-29.73327948,152,0.0001
237,229,13584,54437,354.49,0.0006429173517972231,0.5,-29.896955250000005,156,0.0001
243,229,13944,55877,354.49,0.0003875785623677075,0.5,-29.97976208,160,0.0001
249,229,14256,57128,352.6,0.015143242664635181,0.5,-29.847235599999994,164,0.0001
255,228,14616,58568,352.6,0.00023258570581674576,0.5,-29.944725459999994,168,0.0001
262,228,14976,60008,352.6,0.002483986085280776,0.5,-30.12535132,172,0.0001
267,228,15304,61320,351.32,0.0023757892195135355,0.5,-30.03545313,176,0.0001
274,228,15664,62760,353.99,0.003018980147317052,0.5,-30.36714893,180,0.0001
280,228,16024,64200,353.99,9.263871470466256e-05,0.5,-30.48120798,184,0.0001
287,228,16384,65640,353.99,0.0005154532263986766,0.5,-30.560131209999998,188,0.0001
293,228,16744,67080,354.62,0.00036165339406579733,0.5,-30.71425605,192,0.0001
299,228,17104,68520,354.62,0.0006361573468893766,0.5,-30.82615588,196,0.0001
306,228,17464,69960,354.62,0.00015120233001653105,0.5,-30.886401139999997,200,0.0001
312,228,17824,71400,355.63,0.00023089746537152678,0.5,-31.085106770000003,204,0.0001
318,228,18184,72840,355.63,0.0005486135487444699,0.5,-31.178504089999997,208,0.0001
324,228,18544,74280,355.63,0.0007212210912257433,0.5,-31.18259826,212,0.0001
331,228,18904,75720,355.63,0.00018972146790474653,0.5,-31.242671000000005,216,0.0001
337,228,19264,77160,355.63,8.923964196583256e-05,0.5,-31.28912846,220,0.0001
343,228,19624,78600,355.63,0.00020045939891133457,0.5,-31.46968668,224,0.0001
349,228,19941,79866,353.89,3.255318006267771e-05,0.5,-31.356115539999998,228,0.0001
355,228,20301,81306,353.89,0.00015011632058303803,0.5,-31.394084609999997,232,0.0001
362,228,20661,82746,353.89,0.00021757314971182495,0.5,-31.43241988,236,0.0001
368,228,21021,84186,353.89,0.00020506110740825534,0.5,-31.446575270000004,240,0.0001
374,228,21381,85626,353.89,7.215463847387582e-05,0.5,-31.497537540000003,244,0.0001
381,228,21741,87066,355.09,0.0003057638823520392,0.5,-31.661544780000003,248,0.0001
387,228,22101,88506,355.09,0.0004266959731467068,0.5,-31.68397351,252,0.0001
394,228,22461,89946,355.09,0.00021968942019157112,0.5,-31.63582879,256,0.0001
400,227,22821,91386,355.09,0.00023264116316568106,0.5,-31.68226452,260,0.0001
407,227,23181,92826,356.98,0.00019641467952169478,0.5,-31.925937790000003,264,0.0001
414,227,23538,94253,356.85,0.0001352067629341036,0.5,-31.92874843,268,0.0001
421,227,23898,95693,356.85,0.0001794080890249461,0.5,-31.9447343,272,0.0001
427,227,24258,97133,358.13,0.00019152305321767926,0.5,-32.15891422,276,0.0001
433,227,24618,98573,358.13,0.00012403297296259552,0.5,-32.17240033,280,0.0001
439,227,24978,100013,358.13,0.0006952122785151005,0.5,-32.17870384,284,0.0001
446,227,25338,101453,358.13,7.628434104844928e-05,0.5,-32.17662352,288,0.0001
452,227,25698,102893,358.13,0.00011514608922880143,0.5,-32.18219841,292,0.0001
458,227,26058,104333,358.13,0.0002546031028032303,0.5,-32.20455309,296,0.0001
464,227,26418,105773,358.13,0.0003833034134004265,0.5,-32.25988887,300,0.0001
470,227,26778,107213,358.13,0.0006274731131270528,0.5,-32.30397908999999,304,0.0001
477,227,27138,108653,358.13,0.0002422599063720554,0.5,-32.342646169999995,308,0.0001
483,227,27498,110093,358.13,0.001422269269824028,0.5,-32.46493837,312,0.0001
489,227,27858,111533,358.13,0.00042988016502931714,0.5,-32.406583530000006,316,0.0001
495,227,28218,112973,358.13,9.237143967766315e-05,0.5,-32.426025169999996,320,0.0001
502,227,28578,114413,358.13,0.00010443588689668104,0.5,-32.4380424,324,0.0001
508,227,28938,115853,359.87,0.00017165795725304633,0.5,-32.619194130000004,328,0.0001
514,227,29298,117293,359.87,0.00013573460455518216,0.5,-32.642566720000005,332,0.0001
520,227,29658,118733,359.87,0.00011729297693818808,0.5,-32.61622319,336,0.0001
527,227,30018,120173,359.87,4.5573815441457555e-05,0.5,-32.640374619999996,340,0.0001
533,227,30361,121545,359.19,7.600688695674762e-05,0.5,-32.54931892,344,0.0001
539,227,30721,122985,359.19,0.0003894427209161222,0.5,-32.565610340000006,348,0.0001
546,227,31081,124425,359.19,0.0006089687813073397,0.5,-32.579442470000004,352,0.0001
552,227,31441,125865,359.19,0.0007489370182156563,0.5,-32.65948388,356,0.0001
559,227,31801,127305,359.19,0.004953108262270689,0.5,-32.67046398,360,0.0001
565,227,32161,128745,359.19,0.0005599297001026571,0.5,-32.699717480000004,364,0.0001
571,227,32521,130185,359.32,0.0002428250154480338,0.5,-32.74370056,368,0.0001
578,227,32881,131625,359.32,0.00015766732394695282,0.5,-32.77022134,372,0.0001
584,227,33241,133065,359.32,0.0001634197251405567,0.5,-32.79143637000001,376,0.0001
591,227,33601,134505,359.32,5.555061943596229e-05,0.5,-32.7994597,380,0.0001
597,227,33961,135945,359.32,0.0001981571112992242,0.5,-32.76894644,384,0.0001
604,227,34321,137385,359.32,8.881481335265562e-05,0.5,-32.748060370000005,388,0.0001
610,227,34681,138825,359.32,0.0001073821767931804,0.5,-32.81241279,392,0.0001
616,227,35041,140265,359.32,0.00011341347271809354,0.5,-32.82427786,396,0.0001
623,227,35401,141705,359.32,0.0003451104857958853,0.5,-32.83767899,400,0.0001
629,227,35761,143145,359.32,0.00022564172104466707,0.5,-32.83772683,404,0.0001
635,227,36086,144446,357.93,0.0006568548269569874,0.5,-32.683907219999995,408,0.0001
641,227,36446,145886,357.93,0.00044015105231665075,0.5,-32.70588755,412,0.0001
647,227,36806,147326,357.93,0.00012399205297697335,0.5,-32.80235321,416,0.0001
654,227,37166,148766,357.93,0.00032853701850399375,0.5,-32.79530391000001,420,0.0001
660,227,37526,150206,357.93,0.007653594948351383,0.5,-32.75956626999999,424,0.0001
666,227,37886,151646,357.93,0.0007087416015565395,0.5,-32.78486802999999,428,0.0001
673,227,38246,153086,357.93,0.0001637345558265224,0.5,-32.80938366,432,0.0001
679,227,38606,154526,357.93,0.00013302125444170088,0.5,-32.86442297,436,0.0001
685,227,38966,155966,357.93,0.00013770678197033703,0.5,-32.85747183,440,0.0001
692,227,39326,157406,358.61,2.8420005037332885e-05,0.5,-32.97437369,444,0.0001
698,227,39686,158846,358.61,0.00010147561988560483,0.5,-33.04030018,448,0.0001
704,227,40046,160286,358.61,7.374896085821092e-05,0.5,-33.03529027,452,0.0001
710,227,40406,161726,358.61,0.00018277042545378208,0.5,-33.060053939999996,456,0.0001
717,227,40766,163166,358.61,8.793060260359198e-05,0.5,-33.0890304,460,0.0001
723,227,41126,164606,358.61,0.0003118018212262541,0.5,-32.87284872,464,0.0001
730,227,41486,166046,358.61,4.6893401304259896e-05,0.5,-32.882269789999995,468,0.0001
736,227,41846,167486,358.61,0.00020287625375203788,0.5,-32.89874805,472,0.0001
742,227,42206,168926,358.61,0.00018260706565342844,0.5,-32.910634040000005,476,0.0001
749,227,42566,170366,358.61,0.00029836592148058116,0.5,-32.94873729,480,0.0001
755,227,42926,171806,358.61,0.0004276480758562684,0.5,-33.022509310000004,484,0.0001
762,227,43286,173246,358.61,0.0001477738405810669,0.5,-33.0861494,488,0.0001
768,227,43646,174686,358.61,0.00016882129420991987,0.5,-33.09968867999999,492,0.0001
774,227,44006,176126,358.61,5.069369217380881e-05,0.5,-33.125760719999995,496,0.0001
781,227,44366,177566,358.61,0.0024316413328051567,0.5,-33.12814204,500,0.0001
787,227,44726,179006,358.61,0.0005405996926128864,0.5,-33.12839765,504,0.0001
793,227,45086,180446,360.0,0.00013527773262467235,0.5,-33.29612059000001,508,0.0001
800,227,45446,181886,360.0,0.0002043421845883131,0.5,-33.285953070000005,512,0.0001
806,227,45806,183326,360.0,6.959514576010406e-05,0.5,-33.284239580000005,516,0.0001
812,227,46121,184585,358.19,0.0004762610769830644,0.5,-33.077306240000006,520,0.0001
818,227,46481,186025,358.19,0.0002416039351373911,0.5,-33.156144360000006,524,0.0001
824,227,46841,187465,358.19,7.082631054800004e-05,0.5,-33.17824076,528,0.0001
831,227,47201,188905,358.19,0.00011683780758175999,0.5,-33.180410949999995,532,0.0001
837,227,47559,190337,358.11,0.0001098557113436982,0.5,-33.10580935,536,0.0001
843,227,47919,191777,358.11,0.00011632459791144356,0.5,-33.164870930000006,540,0.0001
850,227,48279,193217,358.11,0.00010416699660709128,0.5,-33.1670281,544,0.0001
856,227,48639,194657,358.11,8.776767208473757e-05,0.5,-33.12418778999999,548,0.0001
862,227,48999,196097,358.11,0.00011168402852490544,0.5,-33.162410179999995,552,0.0001
869,227,49359,197537,358.11,0.0027292182203382254,0.5,-33.17924568,556,0.0001
875,227,49719,198977,358.11,0.000179999420652166,0.5,-33.09649324,560,0.0001
