time/time_elapsed,time/fps,train/n_updates,time/total_timesteps,rollout/ep_len_mean,train/loss,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,train/learning_rate
413,229,23688,94853,355.67,0.00033112135133706033,0.5,-31.66781735999999,268,0.0001
420,229,24048,96293,355.67,0.0010223289718851447,0.5,-31.605936770000003,272,0.0001
426,229,24408,97733,355.67,0.00011506162263685837,0.5,-31.632669110000002,276,0.0001
432,229,24768,99173,355.67,6.949569069547579e-05,0.5,-31.780510189999994,280,0.0001
438,229,25076,100407,353.61,0.0016259303083643317,0.5,-31.54016158,284,0.0001
444,229,25416,101765,352.79,3.855542672681622e-05,0.5,-31.462212840000003,288,0.0001
450,229,25776,103205,352.79,6.478159048128873e-05,0.5,-31.512189910000004,292,0.0001
456,229,26125,104603,352.37,0.00015520877786912024,0.5,-31.460588729999994,296,0.0001
463,228,26485,106043,352.37,0.0008182193269021809,0.5,-31.502090869999996,300,0.0001
470,228,26845,107483,352.37,0.00011735042062355205,0.5,-31.511989080000003,304,0.0001
477,228,27205,108923,352.37,7.069767889333889e-05,0.5,-31.53739439,308,0.0001
483,228,27565,110363,352.37,0.0002621517051011324,0.5,-31.578772840000003,312,0.0001
490,228,27925,111803,355.31,0.000480207207147032,0.5,-31.885055729999994,316,0.0001
496,227,28285,113243,355.31,0.00011989588529104367,0.5,-31.89578153,320,0.0001
503,227,28645,114683,355.31,2.2020580217940733e-05,0.5,-31.939253490000002,324,0.0001
509,227,29005,116122,355.3,0.00012592639541253448,0.5,-31.785017609999997,328,0.0001
516,227,29365,117562,355.3,8.587132469983771e-05,0.5,-31.84292414,332,0.0001
522,227,29725,119002,355.3,6.735394708812237e-05,0.5,-31.88014935,336,0.0001
529,227,30085,120442,355.3,0.0003799056285060942,0.5,-31.903277180000003,340,0.0001
535,227,30445,121882,355.3,0.0001894395682029426,0.5,-31.914737249999998,344,0.0001
542,227,30805,123322,355.3,0.0009631079155951738,0.5,-32.07751221,348,0.0001
549,227,31165,124762,356.69,0.00019897586025763303,0.5,-32.242687960000005,352,0.0001
555,227,31499,126099,355.66,0.00012562755728140473,0.5,-32.11098792999999,356,0.0001
561,226,31859,127539,355.66,0.00035608027246780694,0.5,-32.13852689,360,0.0001
568,226,32219,128979,355.66,9.73184360191226e-05,0.5,-32.18153443999999,364,0.0001
575,226,32579,130419,355.66,8.89053480932489e-05,0.5,-32.204241259999996,368,0.0001
581,226,32939,131859,355.66,0.0004950662259943783,0.5,-32.32184624,372,0.0001
588,226,33299,133299,355.66,0.0002181393647333607,0.5,-32.31283268999999,376,0.0001
594,226,33659,134739,355.66,0.00018149692914448678,0.5,-32.31075891,380,0.0001
602,225,34019,136179,357.72,4.493840242503211e-05,0.5,-32.598755520000005,384,0.0001
609,225,34379,137619,358.54,3.9212172850966454e-05,0.5,-32.721122959999995,388,0.0001
615,225,34739,139059,358.54,0.00010259667760692537,0.5,-32.723437579999995,392,0.0001
621,225,35099,140499,358.96,0.002679558703675866,0.5,-32.848991440000006,396,0.0001
628,225,35459,141939,358.96,0.0002005468268180266,0.5,-32.867497910000004,400,0.0001
633,226,35757,143131,356.48,0.00021648113033734262,0.5,-32.625814850000005,404,0.0001
639,226,36117,144571,356.48,0.00011839118815260008,0.5,-32.63413104999999,408,0.0001
645,226,36477,146011,356.48,0.0005567354382947087,0.5,-32.647539619999996,412,0.0001
652,226,36837,147451,356.48,4.0507577068638057e-05,0.5,-32.66238209,416,0.0001
658,226,37197,148891,356.48,4.770035229739733e-05,0.5,-32.6170281,420,0.0001
664,226,37557,150331,356.48,6.778570241294801e-05,0.5,-32.61643840000001,424,0.0001
670,226,37917,151771,356.49,4.954365795128979e-05,0.5,-32.808157369999996,428,0.0001
677,226,38277,153211,356.49,0.00018590333638712764,0.5,-32.82397462,432,0.0001
683,226,38637,154651,356.49,5.48895332030952e-05,0.5,-32.839093860000006,436,0.0001
689,226,38997,156091,356.49,3.0036180760362186e-05,0.5,-32.84922254,440,0.0001
695,226,39357,157531,356.49,5.7340112107340246e-05,0.5,-32.86012239,444,0.0001
701,226,39717,158971,356.49,0.0008944461005739868,0.5,-32.856195879999994,448,0.0001
708,226,40077,160411,356.49,0.00012924062320962548,0.5,-32.88417956,452,0.0001
714,226,40437,161851,357.52,4.7553490730933845e-05,0.5,-33.04870401,456,0.0001
720,226,40797,163291,357.52,0.00010320116416551173,0.5,-33.06026878000001,460,0.0001
726,226,41157,164731,357.52,2.4010814740904607e-05,0.5,-32.97451649999999,464,0.0001
733,226,41517,166171,357.52,9.293424955103546e-05,0.5,-32.99947111,468,0.0001
739,226,41877,167611,357.52,0.00013099447824060917,0.5,-33.01649136,472,0.0001
745,226,42237,169051,357.52,3.1061099434737116e-05,0.5,-33.04777994,476,0.0001
752,226,42597,170491,357.52,0.00047922428348101676,0.5,-33.085885760000004,480,0.0001
758,226,42957,171931,357.52,0.00038730850792489946,0.5,-33.09164728,484,0.0001
766,226,43317,173371,357.52,0.00019968186097685248,0.5,-33.095744960000005,488,0.0001
772,226,43677,174811,357.52,2.8425263735698536e-05,0.5,-33.107707839999996,492,0.0001
779,226,44037,176251,357.52,0.00015083872131071985,0.5,-33.1142664,496,0.0001
786,225,44397,177691,357.52,0.0006706886924803257,0.5,-33.02067025,500,0.0001
792,225,44757,179131,360.0,7.419248868245631e-05,0.5,-33.291300220000004,504,0.0001
799,225,45114,180560,359.89,4.240463022142649e-05,0.5,-33.19834882,508,0.0001
806,225,45474,182000,359.89,5.798718484584242e-05,0.5,-33.20456389,512,0.0001
812,225,45820,183381,359.3,9.742423571879044e-05,0.5,-33.07497660999999,516,0.0001
820,225,46180,184821,359.3,0.00020349594706203789,0.5,-33.153984779999995,520,0.0001
827,225,46540,186261,359.3,7.651775376871228e-05,0.5,-33.17794804,524,0.0001
834,224,46900,187701,359.3,2.8488135285442695e-05,0.5,-33.18193212999999,528,0.0001
840,224,47184,188840,356.29,4.651370909414254e-05,0.5,-32.856181150000005,532,0.0001
847,224,47544,190280,356.29,0.0005028126179240644,0.5,-32.85599361,536,0.0001
854,224,47904,191720,356.29,4.793803236680105e-05,0.5,-32.87338785,540,0.0001
861,224,48264,193160,356.29,3.626964826253243e-05,0.5,-32.87889092,544,0.0001
868,224,48624,194600,356.29,0.00011793909652624279,0.5,-32.897041109999996,548,0.0001
875,224,48984,196040,356.29,2.282419882249087e-05,0.5,-32.908138449999996,552,0.0001
882,223,49342,197469,356.18,0.0001308463397435844,0.5,-32.88642315,556,0.0001
888,223,49662,198752,354.61,0.00010874184954445809,0.5,-32.69117457,560,0.0001
