time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/value_loss,train/explained_variance,train/clip_range,train/n_updates,train/entropy_loss
33,67584,176,167.42,-12.57708678,383,0.0003,0.5404338836669922,-0.004817831257241778,0.018102102,0.119921875,1.3579200346022844,0.7487496435642242,0.2,320,-1.6324205659329891
34,69632,181,118.07,-8.17396671,383,0.0003,0.21262723207473755,-0.006356089505425188,0.011024291,0.063671875,0.685124218184501,0.7425976395606995,0.2,330,-1.6247662395238875
35,71680,187,95.59,-6.2121372699999995,382,0.0003,0.5577401518821716,0.0012596436965395697,0.008092497,0.092529296875,1.004472565278411,0.7622802555561066,0.2,340,-1.596186411753297
36,73728,192,67.92,-3.822422730000001,382,0.0003,0.3690730333328247,-0.010582860943395644,0.015703542,0.155517578125,0.8777297132648527,0.7357684671878815,0.2,350,-1.5153560668230057
37,75776,197,49.36,-2.24281901,382,0.0003,0.201963871717453,-0.01224177172407508,0.012185376,0.17529296875,0.7654110647737979,0.6932747960090637,0.2,360,-1.4121344324201346
38,77824,203,37.18,-1.23555119,382,0.0003,0.2242036759853363,-0.012081034087168518,0.015878392,0.174169921875,0.48652894226834176,0.7483941316604614,0.2,370,-1.3342262264341116
39,79872,208,35.0,-1.07777448,382,0.0003,0.17451165616512299,-0.015360750940453726,0.022254074,0.191064453125,0.38614343693479897,0.7559693157672882,0.2,380,-1.1815529253333807
40,81920,214,32.29,-0.83097211,382,0.0003,0.19212424755096436,-0.00948161032720236,0.013995148,0.140576171875,0.4049992933869362,0.6638458669185638,0.2,390,-1.1505509112030268
41,83968,219,27.11,-0.37340521000000004,381,0.0003,0.09073858708143234,-0.0037762328662211075,0.018186208,0.1669921875,0.2982306933496147,0.7436036467552185,0.2,400,-1.0632434735074638
42,86016,225,26.57,-0.3357088,381,0.0003,0.06960052996873856,-0.009077345419791527,0.024343817,0.1498046875,0.14479276412166656,0.7942699491977692,0.2,410,-0.9797965614125133
43,88064,230,24.61,-0.16742025,381,0.0003,0.014220494776964188,-0.01481506210329826,0.034655727,0.193359375,0.11901866493280977,0.836285263299942,0.2,420,-0.9128570999950171
44,90112,236,21.2,0.13549882,381,0.0003,0.14265303313732147,-0.0112545593874529,0.031025909,0.17197265625,0.11837692511035129,0.8243541270494461,0.2,430,-0.8098285606130957
45,92160,241,23.18,-0.05845045999999998,381,0.0003,0.05160980671644211,-0.006404832516273018,0.037504707,0.18232421875,0.06239406082895584,0.8607008904218674,0.2,440,-0.7007419120520353
46,94208,247,22.74,-0.02599752,380,0.0003,0.06072237715125084,0.006979014682292473,0.015433855,0.16689453125,0.15246302969753742,0.6978839635848999,0.2,450,-0.7165530879050493
47,96256,252,17.8,0.41397422000000006,380,0.0003,0.028422730043530464,-0.008418382347736042,0.03347162,0.19970703125,0.1319311197148636,0.8276289850473404,0.2,460,-0.694674732349813
48,98304,258,17.72,0.41562526,380,0.0003,-0.02293187379837036,-0.01502166881255107,0.028439226,0.174169921875,0.04812008083681576,0.8519590049982071,0.2,470,-0.5628710397519171
49,100352,263,16.55,0.51445558,380,0.0003,-0.007367001846432686,-0.012735997610434424,0.028740937,0.179833984375,0.05729809608310461,0.8416778892278671,0.2,480,-0.47592001743614676
50,102400,269,20.83,0.13008778000000001,380,0.0003,0.06431534141302109,-0.0032891322844079696,0.027292384,0.172314453125,0.10886840574094095,0.7715137451887131,0.2,490,-0.46548503544181585
51,104448,274,18.5,0.33929051999999993,379,0.0003,0.06380447745323181,-0.00785812219255604,0.030796569,0.174755859375,0.20307459541363643,0.8565391898155212,0.2,500,-0.44880061307922003
52,106496,280,14.96,0.6490693399999999,379,0.0003,0.03593714162707329,0.006970937484584283,0.099476576,0.147607421875,0.10860193924745545,0.7241977751255035,0.2,510,-0.3263706788420677
53,108544,285,17.84,0.38926071,379,0.0003,-0.029673729091882706,0.021225659841729794,0.06671989,0.149755859375,0.024523035071615594,0.8147247135639191,0.2,520,-0.2829513542354107
54,110592,291,16.04,0.5453960299999999,379,0.0003,0.029855113476514816,0.002269003711990081,0.06288416,0.137744140625,0.10398484718753025,0.7132116258144379,0.2,530,-0.2709781837183982
55,112640,296,14.62,0.67152934,379,0.0003,0.002958117052912712,-0.004033794077986386,0.04646544,0.105712890625,0.047548624701448716,0.8527145385742188,0.2,540,-0.22425830457359552
56,114688,302,26.67,-0.41969361,379,0.0003,-0.020891234278678894,-0.0018853570843930356,0.18614055,0.174951171875,0.023239538217603696,0.9084360674023628,0.2,550,-0.18273270302452146
57,116736,307,29.41,-0.64986299,379,0.0003,0.10587704181671143,-0.025367276556789876,0.060997315,0.223291015625,0.24304696670733392,0.42696303129196167,0.2,560,-0.3012640621047467
58,118784,313,20.05,0.17786362,379,0.0003,0.07093081623315811,-0.027630391073762438,0.049125522,0.30693359375,0.2778071234002709,0.6124929487705231,0.2,570,-0.34011839982122183
59,120832,318,14.86,0.64253074,378,0.0003,0.020600467920303345,-0.017429762420943008,0.042901326,0.177685546875,0.18413319434039294,0.6986123323440552,0.2,580,-0.25119175519794223
60,122880,324,15.07,0.6228097899999999,378,0.0003,-0.03377404063940048,-0.01299864593456732,0.024960399,0.109619140625,0.030039535561809317,0.8094192743301392,0.2,590,-0.1779057635460049
61,124928,329,27.76,-0.57414171,378,0.0003,-0.007708100602030754,-0.004748747406119946,0.07522565,0.138623046875,0.021231386288127395,0.9232915639877319,0.2,600,-0.1581843346124515
62,126976,335,14.6,0.6583795400000001,378,0.0003,0.030770372599363327,-0.05002250286925118,0.34232688,0.325927734375,0.2287092366372235,0.26492178440093994,0.2,610,-0.29948000276926906
63,129024,340,17.79,0.36312435,378,0.0003,0.06816411018371582,0.005023255935520865,0.08776447,0.14775390625,0.05011410278093535,0.608879417181015,0.2,620,-0.1374359708512202
64,131072,346,14.7,0.64296601,378,0.0003,0.08146554976701736,-0.006518164619046729,0.0875625,0.160400390625,0.0912042457377538,0.7044366002082825,0.2,630,-0.16150560691021382
65,133120,351,15.89,0.53699345,378,0.0003,-0.004309263080358505,0.0008692798030097038,0.055273876,0.084228515625,0.023808345972793177,0.9156033769249916,0.2,640,-0.10504884632537141
66,135168,357,15.84,0.53874571,378,0.0003,-0.02485772594809532,-0.018233954600873403,0.041015208,0.122216796875,0.045222473423928024,0.8609756529331207,0.2,650,-0.14300594435771927
67,137216,362,16.32,0.49467507,378,0.0003,-0.003572240471839905,-0.005650769677595235,0.03842473,0.0865234375,0.030511819722596555,0.9199397787451744,0.2,660,-0.10293838932411745
68,139264,368,15.68,0.54831885,378,0.0003,0.005444652400910854,0.010813146839063847,0.042367637,0.077685546875,0.037506035037222316,0.8805147856473923,0.2,670,-0.09663268325384707
69,141312,373,15.06,0.6024185999999999,378,0.0003,0.006997264921665192,-0.011392786385840736,0.0802645,0.079248046875,0.039794201927725224,0.870111957192421,0.2,680,-0.08721342735225335
70,143360,379,14.78,0.6247561499999998,378,0.0003,-0.010859803296625614,-0.004474573310289998,0.02625618,0.056396484375,0.02328202901117038,0.9186370447278023,0.2,690,-0.06887159057077952
71,145408,384,20.15,0.12224356,378,0.0003,-0.0022630062885582447,-0.0016621890172245912,0.039095566,0.057421875,0.014588954627106432,0.9492596425116062,0.2,700,-0.07556244935840369
72,147456,390,14.89,0.6148433499999999,378,0.0003,0.035174667835235596,-0.0020300210031564347,0.09373605,0.186376953125,0.17615430227015166,0.501871258020401,0.2,710,-0.19764655753970145
73,149504,395,15.34,0.5699613099999999,378,0.0003,0.0314883291721344,-0.014800497092073784,0.028759552,0.099609375,0.04188181813806295,0.7769250273704529,0.2,720,-0.09578855619765818
74,151552,401,14.07,0.6881995399999999,377,0.0003,-0.02290099859237671,-0.013238730799639598,0.028430246,0.084619140625,0.028608770252321846,0.9197631925344467,0.2,730,-0.09903695686953143
75,153600,406,26.29,-0.42792150000000007,377,0.0003,-0.024345457553863525,-0.016418283454549966,0.16624998,0.1529296875,0.01759010377863888,0.9250854551792145,0.2,740,-0.12201949603040703
76,155648,411,20.1,0.13318461999999998,377,0.0003,0.06440822780132294,-0.03501016428344883,0.07664724,0.334765625,0.2562261259648949,0.3930479884147644,0.2,750,-0.39878778299316764
77,157696,417,21.88,-0.03626092000000002,377,0.0003,0.03041449561715126,-0.013355793345544953,0.047448404,0.187939453125,0.1304070369922556,0.72271528840065,0.2,760,-0.3224799477495253
78,159744,422,18.48,0.27896914,377,0.0003,0.020690638571977615,-0.008706123582669534,0.12260996,0.23837890625,0.1879232712322846,0.6496506333351135,0.2,770,-0.3071539076510817
79,161792,428,16.29,0.4765245899999999,377,0.0003,-0.002865944057703018,-0.02203410494403215,0.034385957,0.22001953125,0.11145462456624955,0.7748832702636719,0.2,780,-0.2732790370937437
80,163840,433,15.47,0.5541297700000001,377,0.0003,-0.0034410953521728516,-0.012599527019483503,0.023631029,0.1513671875,0.05391390285803936,0.8565066158771515,0.2,790,-0.19005478846374899
81,165888,439,23.2,-0.16984794999999997,377,0.0003,-0.0014139297418296337,-0.01261038180673495,0.027206898,0.113232421875,0.021098958153743297,0.8925059363245964,0.2,800,-0.15160723999142647
82,167936,444,16.78,0.4241145700000001,377,0.0003,0.08525525033473969,-0.02615639068535529,0.04603869,0.20361328125,0.19719626472797244,0.49894416332244873,0.2,810,-0.163746915361844
83,169984,450,21.92,-0.07468454999999993,377,0.0003,-0.008235655725002289,-0.020681290714128407,0.03984721,0.13671875,0.09638127774232999,0.7718334496021271,0.2,820,-0.1427243096055463
84,172032,455,14.49,0.6396048,377,0.0003,-0.022061599418520927,-0.03361392133811023,0.16516235,0.20927734375,0.1194605591823347,0.6861172020435333,0.2,830,-0.13853789193090052
85,174080,461,14.87,0.60125769,377,0.0003,0.026745043694972992,-0.01377512314793421,0.036895383,0.132275390625,0.027460396247624884,0.8121641725301743,0.2,840,-0.12859455324942246
86,176128,466,31.9,-1.01769193,377,0.0003,-0.02752028778195381,-0.014240123413037509,0.18541282,0.162109375,0.016859512994415127,0.9260305762290955,0.2,850,-0.15464413615409284
87,178176,472,41.49,-1.90252951,377,0.0003,0.05456848070025444,-0.02266075716470368,0.037043422,0.148486328125,0.21682607786497102,0.2098904848098755,0.2,860,-0.1383582313545048
88,180224,477,19.86,0.13571549000000002,377,0.0003,0.23804622888565063,-0.017825659402296877,0.01711918,0.11005859375,0.5436661818996071,0.5224481821060181,0.2,870,-0.15933348417747767
89,182272,483,15.87,0.5051910000000001,377,0.0003,0.1427217721939087,-0.021774368747719562,0.034330472,0.122119140625,0.3195593801792711,0.5816465020179749,0.2,880,-0.15658349595032633
90,184320,488,15.49,0.54125028,377,0.0003,0.007719814777374268,-0.019134342805773485,0.026183788,0.12841796875,0.07836977191618644,0.7129083871841431,0.2,890,-0.14771749619394542
91,186368,494,14.5,0.63177117,377,0.0003,-0.025941070169210434,-0.031156032951548694,0.060594484,0.108349609375,0.03993998213263694,0.8595553934574127,0.2,900,-0.16846598708070815
92,188416,499,15.96,0.50407802,377,0.0003,-0.011174528859555721,-0.008514409411873203,0.05672017,0.10712890625,0.013561315038532484,0.9141259342432022,0.2,910,-0.16098822350613773
93,190464,505,14.87,0.6002446100000001,376,0.0003,-0.017027199268341064,-0.02952002621605061,0.06481622,0.213134765625,0.03406330100842751,0.8712192177772522,0.2,920,-0.17350392013322563
94,192512,510,14.48,0.6321790899999999,376,0.0003,0.007815898396074772,-0.009418763207213488,0.016671445,0.1009765625,0.019956132158404215,0.9303163066506386,0.2,930,-0.12416720946785062
95,194560,516,14.39,0.63775796,376,0.0003,-0.012102502398192883,-0.009452002954640193,0.04301373,0.075830078125,0.012903298462333623,0.9492492191493511,0.2,940,-0.09801605911925435
96,196608,521,13.99,0.67105609,376,0.0003,-0.01103196106851101,-0.006389041840157006,0.031123664,0.053125,0.019752565259113907,0.9381736032664776,0.2,950,-0.07375645722495391
97,198656,527,14.24,0.65023665,376,0.0003,-0.0059691183269023895,-0.006822964061575476,0.030541757,0.035986328125,0.01698929091944592,0.9290469959378242,0.2,960,-0.0473238481383305
98,200704,532,14.98,0.57757191,376,0.0003,0.01639772206544876,-0.004236522091377992,0.042495295,0.0462890625,0.020822744797624183,0.920683428645134,0.2,970,-0.051164721633540466
