time/total_timesteps,rollout/exploration_rate,train/n_updates,train/learning_rate,train/loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes
425428,0.5,106331,0.0001,4.7779103624634445e-05,1687,-33.97081947,252,357.5,1196
426868,0.5,106691,0.0001,3.8314876292133704e-05,1693,-33.99826935,252,357.5,1200
428308,0.5,107051,0.0001,1.522078673588112e-05,1698,-33.997986,252,357.5,1204
429748,0.5,107411,0.0001,6.796185334678739e-05,1703,-33.99596157999999,252,357.5,1208
431188,0.5,107771,0.0001,0.0001894094457384199,1708,-33.99562632,252,357.5,1212
432338,0.5,108059,0.0001,4.616410660673864e-05,1712,-33.700204389999996,252,354.6,1216
433778,0.5,108419,0.0001,2.8101729185436852e-05,1717,-33.69901638,252,354.6,1220
435218,0.5,108779,0.0001,6.294047489063814e-05,1722,-33.713573239999995,252,354.6,1224
436386,0.5,109071,0.0001,7.067951082717627e-05,1726,-33.43973729999999,252,351.88,1228
437826,0.5,109431,0.0001,0.00019542106019798666,1731,-33.48988075,252,351.93,1232
439266,0.5,109791,0.0001,0.00018572277622297406,1736,-33.48602276,252,351.93,1236
440706,0.5,110151,0.0001,0.00012978591257706285,1741,-33.48879788,253,351.93,1240
442146,0.5,110511,0.0001,0.0001304079924011603,1747,-33.51112156,253,351.93,1244
443355,0.5,110813,0.0001,3.6866244045086205e-05,1752,-33.233426890000004,252,349.62,1248
444795,0.5,111173,0.0001,7.916795584606007e-05,1759,-33.27577960000001,252,349.62,1252
446235,0.5,111533,0.0001,0.000286251975921914,1766,-33.27926355,252,349.62,1256
447675,0.5,111893,0.0001,0.00017327879322692752,1773,-33.294028510000004,252,349.62,1260
449115,0.5,112253,0.0001,6.072792166378349e-05,1779,-33.29437262,252,349.62,1264
450555,0.5,112613,0.0001,4.679707853938453e-05,1784,-33.29829135000001,252,349.62,1268
451995,0.5,112973,0.0001,2.6016734409495257e-05,1790,-33.29797548,252,349.62,1272
453435,0.5,113333,0.0001,1.7306134395767003e-05,1795,-33.30202241,252,349.62,1276
454875,0.5,113693,0.0001,3.008375279023312e-05,1800,-33.35065192,252,349.62,1280
456315,0.5,114053,0.0001,6.01138781348709e-05,1805,-33.39359666,252,349.85,1284
457755,0.5,114413,0.0001,8.74389152158983e-05,1810,-33.38159424,252,349.85,1288
459195,0.5,114773,0.0001,4.982209065929055e-05,1815,-33.621689579999995,252,352.07,1292
460635,0.5,115133,0.0001,4.092515155207366e-05,1820,-33.63192765,252,352.07,1296
462075,0.5,115493,0.0001,0.00014076575462240726,1826,-33.63999735,253,352.07,1300
463515,0.5,115853,0.0001,0.00011487934534670785,1831,-33.63060297,253,352.07,1304
464955,0.5,116213,0.0001,3.194930832250975e-05,1836,-33.62569321,253,352.07,1308
466395,0.5,116573,0.0001,6.761170516256243e-05,1841,-33.63333338,253,352.07,1312
467835,0.5,116933,0.0001,4.930900831823237e-05,1846,-33.94327824,253,354.97,1316
469275,0.5,117293,0.0001,6.91108507453464e-05,1851,-33.9488737,253,354.97,1320
470715,0.5,117653,0.0001,4.428415923030116e-05,1856,-33.93999829999999,253,354.97,1324
472155,0.5,118013,0.0001,2.8356400434859097e-05,1861,-34.22565679,253,357.69,1328
473595,0.5,118373,0.0001,0.0001513831812189892,1866,-34.20192428,253,357.69,1332
475035,0.5,118733,0.0001,6.094303898862563e-05,1872,-34.20768693,253,357.69,1336
476475,0.5,119093,0.0001,5.05699536006432e-05,1877,-34.20914086,253,357.69,1340
477915,0.5,119453,0.0001,3.9930811908561736e-05,1883,-34.20990363,253,357.69,1344
479355,0.5,119813,0.0001,0.00010392384137958288,1889,-34.48755774,253,360.0,1348
480600,0.5,120124,0.0001,3.9419272070517763e-05,1896,-34.27425352,253,358.05,1352
482040,0.5,120484,0.0001,7.620248652528971e-05,1903,-34.27654178000001,253,358.05,1356
483480,0.5,120844,0.0001,0.00013120286166667938,1910,-34.26783454,253,358.05,1360
484920,0.5,121204,0.0001,0.00016507110558450222,1917,-34.26961462999999,252,358.05,1364
486360,0.5,121564,0.0001,9.516196587355807e-05,1924,-34.27215184,252,358.05,1368
487800,0.5,121924,0.0001,5.914044231758453e-05,1931,-34.27361518,252,358.05,1372
489240,0.5,122284,0.0001,5.579378557740711e-05,1938,-34.2790276,252,358.05,1376
490453,0.5,122588,0.0001,5.507927562575787e-05,1944,-34.02892963,252,355.78,1380
491781,0.5,122920,0.0001,5.379141657613218e-05,1950,-33.88077655,252,354.66,1384
493221,0.5,123280,0.0001,2.6949503080686554e-05,1955,-33.87725561,252,354.66,1388
494661,0.5,123640,0.0001,3.2574753277003765e-05,1961,-33.88123270999999,252,354.66,1392
496101,0.5,124000,0.0001,8.200963929994032e-05,1967,-33.87851534000001,252,354.66,1396
497541,0.5,124360,0.0001,5.935774606768973e-05,1973,-33.83605367,252,354.66,1400
498656,0.5,124638,0.0001,3.272424146416597e-05,1977,-33.518268899999995,252,351.41,1404
